Date,Ticker,Close,Daily Return,RSI,MA50,MA200,RollingVol20,MACD,MACD_Signal,MACD_Hist,Panic,Momentum,Volatility,RSI_Overbought,RSI_Oversold,MarketRegime,PrimarySignal,PatternBase,BaseScore,PatternKey,ScoreAdjustment,FinalScore,Future Close 5D,Future Return 5D,Success
2020-12-21,AMD,93.2300033569336,-0.0280441499516482,51.51977187575611,85.73099960327148,68.32730001449585,0.0217085200690421,2.9468380744873457,3.0090510609779373,-0.0622129864905915,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,90.62000274658205,-0.027995286027815425,False
2020-12-23,AMD,91.5500030517578,-0.0172821011921707,47.98730320369825,86.03379974365234,68.7954500389099,0.0222311174039023,2.304324575137656,2.814767796869406,-0.5104432217317498,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,91.70999908447266,0.0017476354711250441,True
2020-12-29,AMD,90.62000274658205,-0.0106986434919638,43.39840220595613,86.50419982910157,69.55750003814697,0.0169618145635306,1.4249383802297757,2.260903282612863,-0.8359649023830875,PANIC,,,,,BULL,PANIC,PANIC|BULL|,58,,0.0,58.0,90.33000183105467,-0.0032001865674001016,False
2021-01-06,AMD,90.33000183105467,-0.0263015511512805,23.4142098128376,87.60940002441406,70.84415004730225,0.0175095607486279,0.7581419515330197,1.4093569163877957,-0.6512149648547758,PANIC,,VOLATILE,,OVERSOLD,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,91.77999877929688,0.01605221874072525,True
2021-01-12,AMD,95.36000061035156,-0.0194344410246626,55.64986511946993,88.94580017089844,71.83125005722046,0.0207752575606952,1.3525878610360706,1.285890986133244,0.0666968749028267,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,88.75,-0.06931628112462523,False
2021-01-13,AMD,91.77999877929688,-0.0375419652699338,46.9141194390003,89.27560012817383,72.05085004806519,0.0211517135196778,1.088310727570132,1.2463749344206216,-0.1580642068504896,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,91.52999877929688,-0.0027239050264227433,False
2021-01-14,AMD,90.79000091552734,-0.0107866406290784,48.25206360547791,89.59740020751953,72.27740005493165,0.0203202571711181,0.7898794033565792,1.1550758282078133,-0.365196424851234,PANIC,,,,,BULL,PANIC,PANIC|BULL|,58,,0.0,58.0,92.79000091552734,0.022028857581583638,True
2021-01-15,AMD,88.20999908447266,-0.0284172464482643,42.51870328143376,89.83000015258789,72.50015005111695,0.0210884879474411,0.3412521012435121,0.9923110828149532,-0.6510589815714409,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,94.12999725341795,0.06711255220937166,True
2021-01-27,AMD,88.83999633789062,-0.0619787013338108,47.58820731206722,91.14480010986328,74.04979997634888,0.0263034409065287,0.0560204360680955,0.2776875531958322,-0.2216671171277366,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,87.88999938964844,-0.010693347449374105,False
2021-01-28,AMD,87.5199966430664,-0.0148581691719547,36.0481961551526,91.2666000366211,74.21274995803833,0.026398786030956,-0.2963370491088142,0.1628826327349029,-0.4592196818437171,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,87.83999633789062,0.0036563037831145767,True
2021-01-29,AMD,85.63999938964844,-0.0214807738291533,34.41421770488178,91.3047999572754,74.36599994659424,0.0263288654846454,-0.7189948363536018,-0.013492861082798,-0.7055019752708038,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,87.9000015258789,0.026389562731636847,True
2021-02-03,AMD,87.88999938964844,-0.0109160613779033,42.13505850848859,91.56419998168946,74.83544996261597,0.0271917571674051,-0.985374646216215,-0.461016108627955,-0.52435853758826,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,92.3499984741211,0.05074523967965744,True
2021-02-16,AMD,91.45999908447266,-0.0246347194336233,42.83193590096526,91.97240005493164,76.2823999786377,0.022569569257688,0.1799539610948528,-0.2722210708043996,0.4521750318992525,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,84.73999786376953,-0.07347475713941913,False
2021-02-17,AMD,89.94000244140625,-0.0166192505825693,53.002201364462834,91.92500015258788,76.48269998550415,0.0227526604577786,0.0788634037983229,-0.2020041758838551,0.280867579682178,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,86.94000244140625,-0.03335556947482215,False
2021-02-18,AMD,88.63999938964844,-0.0144541140367961,53.060117559410266,91.81700012207033,76.66309997558594,0.0229282537512029,-0.1049412751787741,-0.1825915957428389,0.0776503205640648,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,82.41999816894531,-0.07017149439905693,False
2021-02-22,AMD,85.37000274658203,-0.0469970863855595,44.143218793525115,91.57620025634766,77.01610000610351,0.0238834443557107,-0.5597764419282498,-0.256456458195021,-0.3033199837332287,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,86.38999938964844,0.01194795139100829,True
2021-02-25,AMD,82.41999816894531,-0.051989925759517,39.01945618633028,91.19540008544922,77.48219999313355,0.0232155002071232,-1.4096855535523076,-0.6881972234529732,-0.7214883300993344,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,77.75,-0.056660983653174866,False
2021-03-02,AMD,84.12999725341797,-0.0261604601481368,37.31286646136979,90.52100006103517,77.95510000228882,0.024065537744857,-1.6183402106724287,-1.114584671197887,-0.5037555394745417,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,78.52999877929688,-0.06656363552767834,False
2021-03-03,AMD,80.86000061035156,-0.0388683792918292,29.877419325529715,90.20140014648436,78.08840000152588,0.0251338138903702,-1.9548070041337695,-1.2826291377850636,-0.6721778663487059,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,77.5199966430664,-0.04130600967195113,False
2021-03-04,AMD,77.75,-0.0384615457194719,26.220094482792845,89.83800018310546,78.20420000076294,0.0262398557359806,-2.4442348026385474,-1.5149502707557605,-0.9292845318827868,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,81.2300033569336,0.04475888561972468,True
2021-03-08,AMD,73.95999908447266,-0.0580743473452047,23.692130394251024,89.1597999572754,78.40729997634888,0.0289074573697902,-3.3014442210084383,-2.068002756561628,-1.2334414644468104,PANIC,,VOLATILE,,OVERSOLD,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,82.5,0.11546783425150492,True
2021-03-10,AMD,77.5199966430664,-0.0128613542840998,34.56413232610673,88.61359985351562,78.63844995498657,0.0311193000605585,-3.413398021902381,-2.5406630551781446,-0.8727349667242366,PANIC,,,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|,65,,0.0,65.0,82.62999725341797,0.06591848338023135,True
2021-03-18,AMD,78.12000274658203,-0.0545805961121387,39.90521228764245,87.3533999633789,79.4866499710083,0.034770300291561,-2.120863483154139,-2.4011656630634857,0.2803021799093468,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,76.22000122070312,-0.02432157525701107,False
2021-03-23,AMD,78.37999725341797,-0.0239104075388676,45.62455361721821,86.50679977416992,79.88304996490479,0.0340189148411205,-2.0433719232596417,-2.2312176429652046,0.1878457197055629,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,76.0,-0.030364855024464583,False
2021-03-24,AMD,76.4800033569336,-0.024240800753556,47.65942356867285,86.0913998413086,80.00059997558594,0.0335924396228768,-2.200520838328231,-2.22507828203781,0.024557443709579,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,78.5,0.026412088838948456,True
2021-03-30,AMD,76.0,-0.0147783173278248,46.01678226046692,84.90399993896484,80.43364999771119,0.0304854291687805,-2.3084646357389573,-2.2661158873167966,-0.0423487484221607,PANIC,,,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|,65,,0.0,65.0,82.19999694824219,0.081578907213713,True
2021-04-12,AMD,78.58000183105469,-0.0505074939255695,45.42552941090532,83.33660018920898,81.51489999771118,0.0233797263497044,-0.4099927211124594,-1.0072089494886234,0.597216228376164,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,81.11000061035156,0.03219647137112974,True
2021-04-14,AMD,78.55000305175781,-0.0204514196248686,55.67745286244536,83.0454002380371,81.79845003128052,0.0238625897964568,-0.5195497435985317,-0.8126239916075647,0.293074248009033,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,81.61000061035156,0.038956046336210456,True
2021-04-16,AMD,82.1500015258789,-0.0103602046526897,60.72397780778137,82.8136003112793,82.10980005264283,0.0241934165321377,-0.1063744832444371,-0.5815172367487398,0.4751427535043027,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,82.76000213623047,0.007425448557775133,True
2021-04-19,AMD,81.11000061035156,-0.0126597796251984,58.67949730719344,82.67900039672851,82.25245004653931,0.0243268947190238,-0.074800065340483,-0.4801738024670884,0.4053737371266054,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,85.41000366210938,0.05301446208112875,True
2021-04-20,AMD,79.2699966430664,-0.022685291005291,56.93677701613308,82.50640029907227,82.3871000289917,0.0246650693486656,-0.1959907943975594,-0.4233372008531826,0.2273464064556232,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,85.20999908447266,0.07493380462916685,True
2021-04-22,AMD,79.05999755859375,-0.0312462079731239,45.656829529302144,82.07220016479492,82.65880001068115,0.0253115230186989,-0.2306885560379328,-0.3333999676454366,0.1027114116075038,PANIC,,VOLATILE,,,BEAR,PANIC,PANIC|BEAR|VOLATILE,60,,0.0,60.0,83.91000366210938,0.061345892401794465,True
2021-04-28,AMD,84.0199966430664,-0.0139655258090842,51.16117447632245,81.41540023803711,83.24500001907349,0.0277191099538479,0.7070341601286714,0.1398703902442753,0.5671637698843961,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,77.83000183105469,-0.07367287621193373,False
2021-04-30,AMD,81.62000274658203,-0.0272911549944482,55.740178962189866,81.15440032958985,83.52235004425049,0.0268984940558964,0.6357326353625865,0.3405726635638809,0.2951599717987056,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,78.80999755859375,-0.034427898718809524,False
2021-05-03,AMD,78.55000305175781,-0.0376133250614572,47.065142536332445,80.9338003540039,83.64050006866455,0.0282028847594304,0.2749201279618916,0.327442156443483,-0.0525220284815914,PANIC,,VOLATILE,,,BEAR,PANIC,PANIC|BEAR|VOLATILE,60,,0.0,60.0,75.98999786376953,-0.03259077133709917,False
2021-05-10,AMD,75.98999786376953,-0.0357822583705526,42.78804312452149,80.2368002319336,84.13185005187988,0.0269044478277629,-0.8765463165611749,-0.2565669247511927,-0.6199793918099822,PANIC,,VOLATILE,,,BEAR,PANIC,PANIC|BEAR|VOLATILE,60,,0.0,60.0,74.6500015258789,-0.017633851500994814,False
2021-05-12,AMD,74.63999938964844,-0.0285045215308201,39.415715672117344,79.85580032348633,84.19735004425048,0.0269383832896534,-1.303400335899909,-0.5887989598814036,-0.714601376018505,PANIC,,VOLATILE,,,BEAR,PANIC,PANIC|BEAR|VOLATILE,60,,0.0,60.0,76.2300033569336,0.021302304130319544,True
2021-05-13,AMD,73.08999633789062,-0.0207663861794293,24.1857873326004,79.7004002380371,84.22475002288819,0.023341971264292,-1.630724685967806,-0.7971841050986841,-0.8335405808691219,PANIC,,VOLATILE,,OVERSOLD,BEAR,PANIC,PANIC|BEAR|VOLATILE,60,,0.0,60.0,78.05999755859375,0.06799837829690278,True
2021-05-21,AMD,77.16999816894531,-0.0114014785739697,45.54837134576613,79.45300033569336,84.10175006866456,0.0202219296728216,-1.3237017200223846,-1.3872868469902773,0.0635851269678926,PANIC,,,,,BEAR,PANIC,PANIC|BEAR|,60,,0.0,60.0,80.08000183105469,0.037709002606668665,True
2021-06-03,AMD,80.27999877929688,-0.0206173284889424,78.15191869947843,79.26120025634765,83.98350009918212,0.0172996976644647,0.2837952933377181,-0.4116368091546381,0.6954321024923562,PANIC,,VOLATILE,OVERBOUGHT,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,81.55999755859375,0.0159441803532634,True
2021-06-09,AMD,79.95999908447266,-0.0114970986796025,65.37507925006793,79.5918000793457,83.95575012207031,0.015468340950277,0.5881579467806972,0.172079876249448,0.4160780705312491,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,80.11000061035156,0.001875957073491699,True
2021-06-15,AMD,80.47000122070312,-0.0132434309091225,60.97559880085829,79.74920013427734,83.88395011901855,0.0131157520971516,0.6977818704087184,0.4923012330551841,0.2054806373535342,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,83.58000183105469,0.03864795033147619,True
2021-06-21,AMD,82.58999633789062,-0.0243355599628489,55.597471843258894,79.79240005493165,83.74965007781982,0.0173502142085946,1.1060799643417454,0.77819742485479,0.3278825394869553,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,87.08000183105469,0.05436500414402051,True
2021-07-07,AMD,90.54000091552734,-0.0416005107906627,70.80175594762589,81.61179977416992,84.33579998016357,0.0231197828728458,3.4315208813235074,2.678619448306413,0.7529014330170942,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,89.05000305175781,-0.016456790906813443,False
2021-07-14,AMD,89.05000305175781,-0.0134057063575779,62.42281352559654,82.36079971313477,84.66834999084473,0.0229665115110858,2.453547736052045,2.754380201884178,-0.3008324658321335,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,89.41000366210938,0.004042679371300215,True
2021-07-15,AMD,86.93000030517578,-0.0238068801115013,51.986600898289105,82.52719970703124,84.70559997558594,0.0237927117883944,2.039878795852488,2.6114799206778403,-0.5716011248253525,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,91.20999908447266,0.04923500246487455,True
2021-07-16,AMD,85.88999938964844,-0.0119636594026955,50.629362670038546,82.68839965820312,84.72619998931884,0.0207415563882322,1.6095696808295372,2.41109787270818,-0.8015281918786425,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,92.1500015258789,0.07288394668430899,True
2021-08-05,AMD,112.3499984741211,-0.0540540401650344,81.84881861013886,89.10839965820313,85.78134994506836,0.0298352738898638,6.815938742769646,4.471001652302038,2.3449370904676075,PANIC,,VOLATILE,OVERBOUGHT,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,106.5,-0.05206941302690443,False
2021-08-06,AMD,110.11000061035156,-0.0199376759607655,77.30331953939628,89.74379974365235,85.92409996032715,0.0306587429356855,6.800049025273012,4.936811126896234,1.863237898376778,PANIC,,VOLATILE,OVERBOUGHT,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,110.5500030517578,0.003996026146283307,True
2021-08-09,AMD,107.58000183105467,-0.0229770117634441,72.69904954893673,90.32699981689451,86.06599998474121,0.0314600324852219,6.508283115777331,5.251105524672453,1.2571775911048784,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,107.4800033569336,-0.0009295266073532767,False
2021-08-10,AMD,106.4800033569336,-0.0102249345175559,69.44634643367893,90.8549998474121,86.20130001068115,0.0315784295158824,6.117773956661054,5.424439211070173,0.6933347455908807,PANIC,,,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|,65,,0.0,65.0,107.55999755859376,0.010142695037676716,True
2021-08-12,AMD,106.5,-0.0109583980482127,66.48288696487971,91.88299987792968,86.45125,0.0305382980451121,5.457837234923048,5.49726094492089,-0.039423709997842,PANIC,,,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|,65,,0.0,65.0,103.6999969482422,-0.026291108467209372,False
2021-08-16,AMD,107.4800033569336,-0.0277702361834117,66.60610490303829,93.00639999389648,86.76500003814698,0.0319677533331178,5.085467333223022,5.402701054035827,-0.3172337208128049,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,108.7699966430664,0.012002170132511392,True
2021-08-18,AMD,103.44000244140624,-0.038304157778947,50.58599103157995,93.98160003662107,87.053450050354,0.033635325542637,4.141609268846366,5.049412131768964,-0.9078028629225976,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,108.3000030517578,0.04698376349231544,True
2021-08-24,AMD,107.6500015258789,-0.0102969123081139,32.86065853679189,95.98940002441408,87.59915004730225,0.0342321260113885,3.1226092261084517,3.999459024832978,-0.876849798724527,PANIC,,,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|,65,,0.0,65.0,110.72000122070312,0.02851834325414473,True
2021-09-08,AMD,106.16999816894533,-0.0273019085228967,57.210762237858155,101.0865998840332,88.93280002593994,0.020837880275313,2.071009129952074,2.7765117628020213,-0.7055026328499472,PANIC,,VOLATILE,,,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,105.5999984741211,-0.005368745452149377,False
2021-09-17,AMD,103.87999725341795,-0.0220297866728802,18.822569319238625,102.91400009155274,89.54965003967285,0.016230967346062,0.2833836758765358,1.1576983492411372,-0.8743146733646014,PANIC,,VOLATILE,,OVERSOLD,BULL,PANIC,PANIC|BULL|VOLATILE,58,,0.0,58.0,105.8000030517578,0.018482921150411082,True
2021-09-20,AMD,101.5500030517578,-0.0224296713829907,15.86305694959755,103.12700012207031,89.5887000656128,0.0168398154582318,-0.1158014611608138,0.9029983871607472,-1.018799848321561,PANIC,,VOLATILE,,OVERSOLD,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,108.16000366210938,0.06509109218817655,True
2021-09-28,AMD,101.5199966430664,-0.0613905953607978,39.27088075298268,105.11320007324218,89.95870006561279,0.0188057505423982,-0.2775629485171578,0.0921373722854269,-0.3697003208025847,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,101.80999755859376,0.002856589096894581,True
2021-09-29,AMD,100.3499984741211,-0.0115248050397293,37.29184664721321,105.37800003051758,90.002200050354,0.018872226374148,-0.6345653537630369,-0.0532031729242658,-0.5813621808387711,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,103.63999938964844,0.03278526124119265,True
2021-10-04,AMD,100.33999633789062,-0.0205954189673382,39.49317058095499,106.0363998413086,90.08690002441406,0.0202443007217954,-1.00919347204713,-0.4448373805182747,-0.5643560915288554,PANIC,,VOLATILE,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0,104.68000030517578,0.0432529811210116,True
2021-10-08,AMD,105.05999755859376,-0.0130577682432839,56.32887327121239,106.70099975585936,90.27594997406004,0.0214398574628624,-0.4492207826045273,-0.5963075915702372,0.1470868089657098,PANIC,,,,,SIDEWAYS,PANIC,PANIC|SIDEWAYS|,55,,0.0,55.0,112.12000274658205,0.06719974635494157,True
2021-11-10,AMD,139.8699951171875,-0.0607709049357552,71.02783416162129,113.4363998413086,93.86655002593994,0.0321714368071682,9.009614234014665,6.95808297730151,2.0515312567131527,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,151.33999633789062,0.0820047302575023,True
2021-11-22,AMD,152.52000427246094,-0.018595967579615,71.24082509941064,120.36740005493164,96.37830005645752,0.0339512663010888,10.115626320582862,9.530401659702973,0.5852246608798897,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,158.3699951171875,0.038355564390597376,True
2021-11-23,AMD,149.9199981689453,-0.0170469842032719,66.63234814840993,121.25119995117188,96.6733500289917,0.0345272884285206,9.584410628557832,9.541203453473946,0.0432071750838876,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,149.11000061035156,-0.0054028653180809225,False
2021-11-26,AMD,154.80999755859375,-0.0189480699324406,65.13189607927066,123.26699996948244,97.3113500213623,0.0359334406698046,9.41952090172947,9.540289802316885,-0.1207689005874126,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,144.00999450683594,-0.0697629560240135,False
2021-11-30,AMD,158.3699951171875,-0.0218640507989211,58.34657459107088,125.56399993896484,97.9866000366211,0.0366903799327107,9.471041799198986,9.546958247149552,-0.0759164479505667,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,144.85000610351562,-0.0853696371188723,False
2021-12-01,AMD,149.11000061035156,-0.0584706370672292,58.13094141212759,126.4897999572754,98.2824500274658,0.0399067484371058,8.469695346567818,9.331505667033204,-0.8618103204653877,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,145.24000549316406,-0.02595396084331339,False
2021-12-03,AMD,144.00999450683594,-0.0442659841595372,46.59887420970773,128.1729997253418,98.8647999572754,0.0398925869121774,6.501739524745915,8.506733201875498,-2.0049936771295833,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,138.5500030517578,-0.037913975858244665,False
2021-12-06,AMD,139.05999755859375,-0.0343725931328136,43.868619811439785,128.83819961547852,99.13324993133546,0.0406993855468742,5.083087106796597,7.8220039828597185,-2.7389168760631213,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,133.8000030517578,-0.037825360270264695,False
2021-12-09,AMD,138.10000610351562,-0.0491600049545887,36.60545194727072,131.20139999389647,100.00370002746584,0.0337607142801214,2.740577572016889,5.721450092812967,-2.980872520796078,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,138.63999938964844,0.003910161203961495,True
2021-12-13,AMD,133.8000030517578,-0.0342836513560057,35.61770412962558,132.54140014648436,100.510950050354,0.0327245306772143,0.864371506638264,4.140725378383175,-3.276353871744911,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,135.8000030517578,0.014947682768186041,True
2021-12-16,AMD,138.63999938964844,-0.053651881299328,38.79728517444853,134.840400390625,101.40095008850098,0.0385272383158937,0.129326361520043,2.2492485238673785,-2.119922162347335,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,146.13999938964844,0.054096941957718934,True
2021-12-20,AMD,135.8000030517578,-0.0141560577004877,32.46854192351829,136.08120056152345,102.00630012512208,0.0379653775261324,-0.6773773652284092,1.266077076447735,-1.943454441676144,PANIC,,,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|,65,,0.0,65.0,153.14999389648438,0.12776134355544833,True
2021-12-29,AMD,148.25999450683594,-0.03192947818825,52.46973323317202,140.69360031127928,104.03860008239748,0.0397470059338007,1.9148619960342048,1.1595404641155382,0.7553215319186664,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,136.14999389648438,-0.08168083811572782,False
2021-12-30,AMD,145.14999389648438,-0.020976667513691,56.17228996783122,141.2700001525879,104.3512000656128,0.0378074978781341,1.7078892127570953,1.2692102138438497,0.4386789989132456,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,136.22999572753906,-0.0614536585878655,False
2022-01-04,AMD,144.4199981689453,-0.0387380665030896,56.94268850140301,142.9304000854492,105.35660003662107,0.0379058532744148,1.4228505591168812,1.3883055390205197,0.0345450200963615,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,137.30999755859375,-0.04923141324260471,False
2022-01-05,AMD,136.14999389648438,-0.0572635672158541,41.5010645314558,143.20619995117187,105.64545001983645,0.0389765866077415,0.5332030548022431,1.2172850421768644,-0.6840819873746213,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,137.47000122070312,0.009695243359484533,True
2022-01-07,AMD,132.0,-0.0310503990325234,44.906998444117434,143.6665998840332,106.22309997558594,0.0380222621832547,-1.0449376909945445,0.5439134973865983,-1.5888511883811427,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,136.8800048828125,0.03696973396070076,True
2022-01-13,AMD,132.74000549316406,-0.0344074757077016,37.50467410463506,144.57199981689453,107.37544998168946,0.0341136736151764,-2.2324130411402905,-0.9278236302004716,-1.3045894109398188,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,118.80999755859376,-0.10494204729626651,False
2022-01-18,AMD,131.92999267578125,-0.0361631504270409,30.086346140628223,144.58759979248046,107.90689998626708,0.0338740758773635,-2.5052160384290687,-1.4433118291505278,-1.061904209278541,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,111.12999725341795,-0.15765933886981567,False
2022-01-19,AMD,128.27000427246094,-0.0277418980255289,30.79732641484543,144.42619995117187,108.14104999542236,0.0342726858778653,-3.0250878953672213,-1.7596670423938667,-1.2654208529733546,PANIC,,VOLATILE,,,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0,110.70999908447266,-0.13689876512897525,False
